Insult,Date,Comment
0,,great scott nstephen f hay nfebruari vol no n nthroughout the elect cycl republican have pine for a bold conserv reform xe x x a leader courag enough to make difficult choic and articul enough to explain them to a skeptic public the good news is they have such a candid the less good news : scott walker isn xe x x t run for presid he xe x x s run to hang on to his job as governor of wisconsin n nwalker is the target of a recal effort fund by nation labor union whi ? reform he made to balanc the budget have dramat diminish the influenc of public employe union if not revers these reform will inspir similar effort across the countri and the outsiz power of public sector union will final be rein in n nthe elect in wisconsin xe x x which will happen in late spring or summer xe x x could have a profound impact on the presidenti race with the win side emerg from the battl organ and energ in one of the most import swing state this novemb n nwalker came to offic in the republican wave of he inherit a mess under his proflig predecessor jim doyl state govern had oper almost as a slush fund for public employe union giveaway to teacher and other put the state on an unsustain fiscal path so doyl rais some tax and threaten to rais other he raid a state fund set up to cover medic liabil essenti steal contribut doctor had made to the pool account the wisconsin suprem court rule against that pilfer but the money had alreadi been spent even after budget gimmickri that would make fanni and freddi blush the offici deficit was $ billion n njust over a year later walker and the republican in the state legislatur have near elimin the deficit for the two - year budget cycl the state will show a $ million shortfal becaus the stagnant economi has result in lower tax receipt than had been project but the shortfal is for the first half of the cycle; wisconsin will run a surplus in the current fiscal year and walker said last week that he will elimin the remain shortfal without rais tax it xe x x s a credibl claim he reduc the deficit without rais tax in fact one of his first move upon be sworn in was to cut tax on busi his subsequ reform have allow properti tax receipt to go down for the first time in year xe x x by some $ million n nthe recal vote walker face come becaus of these result the key to his success was his restructur of health and retir benefit for mani state employe ask them to contribut percent of their salari to their pension (up from percent or less) and to pay percent of their health insur premium (up from percent or so) n neven some of the governor xe x x s harshest critic acknowledg that such chang were reason xe x x cwalker is right about one thing xe x x d wrote eugen robinson liber columnist for the washington post xe x x cwhen it come to pension and benefit public worker in wisconsin have a sweet deal xe x x xe x x xe x x xe x x it xe x x s easi to see whi the averag privat - sector worker in wisconsin xe x x probabl pay upward of percent toward health insur cost and struggl to tuck away someth anyth for retir xe x x might agre with walker xe x x d n nwalker understood from his year as milwauke counti execut that such chang could not occur without dramat reform of collect bargain for public employe union so he propos them and republican in the state legislatur made them law the reform also end compulsori union membership n nthe union correct understood these chang as a mortal threat without compulsori membership union would lose a major sourc of fund and without the abil to bargain collect for benefit the union would lose their most compel argument to convinc public employe to contribut a chunk of their incom xe x x in mani case more than $ per year xe x x for the privileg of membership so they took to the street in massiv number and pressur the democrat they xe x x d elect to do everyth possibl to sabotag walker xe x x s plan democrat in the state senat fled to illinoi protest occupi the state capitol the fight captur nation attent for month in n nthe union lost that battl but they did not give up the war they launch an aggress effort to recal sever republican in the state senat with the hope of revers the reform befor it becam clear that they were work they spent heavili xe x x an estim $ million xe x x and lost again n nmeanwhil the result of the chang began come in in milwauke the reform save some $ million an embarrass windfal for democrat mayor tom barrett who had predict that the citi xe x x s structur deficit would xe x x cexplod xe x x d local across the state have seen similar save there is no disput the central fact of walker xe x x s tenur as governor : his reform are work n nthat xe x x s a huge problem for the public employe union as they tri to convinc wisconsinit that the man respons for this dramat turnaround should be recal so they xe x x re focus on two other issu : his campaign and an investig into the activ of former walker employe n ntheir first complaint is that walker didn xe x x t campaign on the specif chang he would make to collect bargain walker conced that there is some truth to the claim he wasn xe x x t more specif he say today becaus he did not yet know exact how he would make the chang to collect bargain but walker is conced too much he didn xe x x t provid a point - by - point propos to restrict collect bargain but it was no mysteri that he xe x x d make dramat chang ryan murray a top polici advis to walker xe x x s campaign made that clear to the milwauke journal sentinel in describ the chang to public employe health and retir benefit xe x x cthe way the propos would work is we would take the choic out of the collect bargain process xe x x d he said in comment publish on august n ndid that mean an end to collect bargain over benefit ? the report certain seem to think so xe x x c[murray] said school district often have some of the most expens health benefit in wisconsin and could receiv cheaper insur through the state if they didn xe x x t have to negoti with union about who would insur their member xe x x d christina brey a spokesman for the wisconsin educ associ council the lead teacher xe x x union had the same understand xe x x cour member oppos take away their right to collect bargain so they would definit rais their voic against it xe x x d anoth teacher xe x x union the american feder of teacher distribut flyer to it member warn that walker would xe x x cvoid part of labor contract xe x x d xe x x someth that couldn xe x x t happen without chang to collect bargain law n nin light of the success of walker xe x x s reform complain about what he said in seem unlik to win mani vote so walker xe x x s oppon want to chang the subject last week mike tate chairman of the wisconsin democrat parti tour the state in an attempt to link walker more close to an investig of some of his former employe here again democrat have resort to distort realiti in order to smear walker n nthere are two separ issu in the first a woman who work for walker when he was milwauke counti execut was found post polit comment on the milwauke journal sentinel xe x x s websit dure work hour she resign in may n nthe second involv two former walker employe who alleg stole money from a veteran xe x x organ that work with the counti on an event held at the milwauke counti zoo john chisholm milwauke xe x x s district attorney has been investig the claim for month there is no indic walker knew about the employe xe x x activ much less condon them chisholm has said that walker is not a target of the investig xe x x which onli exist becaus walker request it when he was present with the fact n nsome wisconsin republican point out that chisholm is a democrat and highlight the steadi stream of leak come from his offic are grow concern that the investig is a polit witch hunt design to bloodi the governor befor voter cast their ballot walker for his part say that he believ chisholm is an xe x x cearnest xe x x d prosecutor who will conduct a fair investig that xe x x s probabl over generous n nthe come battl for wisconsin will be a difficult fight for republican democrat have shown that they are will to do just about anyth to win union are fight this battl as if their veri exist depend on a victori xe x x and it might n nfor conserv the fight is about much more than one man in one state a walker defeat would send a messag that polit courag doe not pay and polit thuggeri doe walker doesn xe x x t like to talk about the effect the past year has had on him and his famili but it hasn xe x x t been pleasant he has been subject to numer death threat his wife tonett has been verbal assault more time than she can count his two teenag boy have been target on facebook his modest home in wauwatosa has been the site of sever union protest last month a protest outsid walker xe x x s state of the state speech told state senat john kleefisch that his wife lieuten governor rebecca kleefisch is a xe x x cf xe x x ing whore xe x x d n nwalker has been will to endur these attack to turn his state around and defend conserv principl conserv should ralli behind him n
0,20120530050925Z,ewe ? think about you last date
1,20120530000434Z,go fuck yourself you dumbass bitch megan fugat is a dirti ass lie gutter slut fuckin whore and i would shoot that bitch myself and you do not know shit about the trial do not you ever talk shit on mike or dylan you fuckin cunt and yeah dylan was there that night it fuckin happen you dumb bitch you do not know shit i know everyth so go buri yourself a fuckin hole lay in it and fuckin die and we can put megan fugat right next to you : )) and you both can fuckin die and rot in hell togeth you dumb piec of shit cunt go fuckin die so i can shit and piss on your grave
0,20120610152058Z,you do need it becaus you are a good mom ! ! !
0,20120611205802Z,interest the wonder kcstar took down my post and link to the stori about the coke dealer fli on the team plane with mu basketbal team
1,20120619031813Z,make your mother stop spread herp
0,20120611174813Z,i am more than happi to give you my $ you will never get the type of investor you need you need to think about chang your crazi busi model considd that my invest
1,20120619191110Z,straight douch wish it was you you worthless racist coward piec of shit
1,20120529020654Z,you are an idiot
1,20120618213009Z,whi would i want to meet you ? you have absolut no redeem qualiti base on your delusion post
0,20120528035013Z,the met are a joke and no i am not mad just love see you choada get excit
0,,the looni left is left are terrifi they might have to get off their lazi ass and work
0,20120612151312Z,i agre to a point i beiev that a lot of today violenc is due in part to the chang we all got in peopl are despar and mani are will to do the unthink i cannot imagin what would make a father do this in front of his children though this is someth they certain did not need to be present for
0,,and millwal thought they were hard !
0,20120611220851Z,st centuri conservat : nmanufactur outrag
0,20120611180304Z,how come you do not get nobodi click your like button ? that should be someth you think about alot it mean someth it mean you are wrong
0,20120530030522Z,i agre wholeheart with you on ali who i just recent start follow on twitter and facebook my problem with walker is his stupid action are a black eye to everybodi who put themselv out for him
0,20120610060356Z,they would be cuter if the salt & pepper sprinkl out of the hole in their neck ;)
1,,for the record i am not gay nor do i understand the attract but self righteous despic vermin like you are the reason our republican parti is go to lose the elect in novemb to bozo if i was not so disgust with the sens of entitl and lack of self respons the dem propgat i would vote dem it not enough for you to live and let live gay are not hurt you you have to attack their lifestyl as if it your busi what they do behind close door my guess is you are just anoth bibl thumper probabl with gay tendenc yourself you are fight
0,20120611194654Z,hey per there a big bus come wanna tri to catch it ?
0,20120528223047Z,troll are a pox a pox on them would be like a rattlesnak tri to bite itself
1,20120619045034Z,#nwo life n#fucktrol
1,20120610120852Z,that bitch was dead wrong just becaus she had a fuck up life dont mean take someon els r i p hernandez life gone befor he got to live it senseless at&t give out iphon for a penni fuck it let that bitch dial collect for the rest of her life she dont even deserv that much stupid bitch
